DESTINATIONID,Place Name,State,Tourist Location,Popularity,Review,Type,Budget
2115,Shimla,Himachal Pradesh,Jakhoo Temple,Medium,"Hindu temple, Hanuman statue.",Spiritual,2000
2116,Shimoga,Karnataka,Jog Falls,High,"Spectacular waterfall, natural beauty.",Nature,1000
2117,Shimoga,Karnataka,Kodachadri,High,"Hill station, trekking trails.",Nature,1500
2118,Shimoga,Karnataka,Sakrebailu Elephant Camp,Medium,"Elephant camp, interaction with elephants.",Nature,2000
2119,Shivpuri,Madhya Pradesh,Madhav National Park,Medium,"National park, wildlife spotting.",Nature,1000
2120,Shivpuri,Madhya Pradesh,Bhadaiya Kund,Medium,"Water reservoir, picnic spot.",Nature,1500
2121,Shivpuri,Madhya Pradesh,Kolar Dam,Medium,"Dam, water reservoir.",Nature,2000
2122,Shrirampur,Maharashtra,"Krishna Mandir, Shrirampur",Medium,"Hindu temple, religious rituals.",Spiritual,1000
2123,Shrirampur,Maharashtra,"Anjali Garden, Shrirampur",Medium,"Urban park, recreational activities.",Nature,1500
2124,Siddipet,Telangana,Kondapochamma Sagar Reservoir,High,"Water reservoir, scenic views.",Nature,2000
2125,Siddipet,Telangana,Medak Church,High,"Historical church, architectural beauty.",Spiritual,1000
2126,Siddipet,Telangana,Kaleshwaram Temple,High,"Hindu temple, pilgrimage site.",Spiritual,1500
2127,Siddipet,Telangana,Pocharam Dam and Wildlife Sanctuary,High,"Wildlife sanctuary, birdwatching.",Nature,2000
2128,Siddipet,Telangana,Ramalingeshwara Temple,High,"Hindu temple, architectural beauty.",Spiritual,1000
2129,Siddipet,Telangana,Kondapochamma Temple,High,"Hindu temple, religious rituals.",Spiritual,1500
2130,Siddipet,Telangana,Sri Laxminarasimha Swamy Temple,High,"Hindu temple, religious rituals.",Spiritual,2000
2131,Siddipet,Telangana,Srirama Temple,High,"Hindu temple, religious rituals.",Spiritual,1000
2132,Sikar,Rajasthan,Jeen Mata Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
2133,Sikar,Rajasthan,Sikar Fort,Medium,"Historical fort, panoramic views.",Historical,2000
2134,Sikar,Rajasthan,Khatu Shyamji Temple,Medium,"Hindu temple, dedicated to Shyam Baba.",Spiritual,1000
2135,Sikar,Rajasthan,Salasar Balaji Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
2136,Sikar,Rajasthan,Jeen Mata Fair,Medium,"Religious festival, cultural significance.",Unique,2000
2137,Silchar,Assam,Silchar Airport,Low,"Airport, transportation hub.",Unique,1000
2138,Silchar,Assam,Banskandi Mandir,Medium,"Hindu temple, religious rituals.",Spiritual,1500
2139,Silchar,Assam,Maniharan Tunnel,Medium,"Historical tunnel, architectural significance.",Historical,2000
2140,Silchar,Assam,Kachari Fort,Medium,"Historical fort, architectural significance.",Historical,1000
2141,Silchar,Assam,Bhubaneswari Temple,Medium,"Hindu temple, spiritual sanctuary.",Spiritual,1500
2142,Silchar,Assam,Silchar Tea Garden,Medium,"Tea estate, scenic beauty.",Nature,2000
2143,Siliguri,West Bengal,Jorpokhri Wildlife Sanctuary,Medium,"Wildlife sanctuary, birdwatching.",Nature,1000
2144,Siliguri,West Bengal,Salugara Monastery,Medium,"Buddhist monastery, spiritual retreat.",Spiritual,1500
2145,Siliguri,West Bengal,City Centre Mall,Medium,"Shopping mall, entertainment complex.",City,2000
2146,Siliguri,West Bengal,Mahananda Wildlife Sanctuary,High,"Wildlife sanctuary, nature trails.",Nature,1000
2147,Siliguri,West Bengal,City Centre Siliguri,Medium,"Shopping mall, entertainment complex.",City,1500
2148,Silvassa,Dadra and Nagar Haveli,Silvassa Vasona Lion Safari,Medium,"Wildlife sanctuary, lion safari.",Nature,2000
2149,Silvassa,Dadra and Nagar Haveli,Tribal Cultural Museum,Medium,Museum showcasing tribal culture.,Unique,1000
2150,Silvassa,Dadra and Nagar Haveli,Swatik Garden,Medium,"Lush garden, recreational area.",Nature,1500
2151,Silvassa,Dadra and Nagar Haveli,Bal Udyan,Medium,"Children's park, recreational activities.",Nature,2000
2152,Silvassa,Dadra and Nagar Haveli,Satmaliya Deer Park,Low,"Deer park, wildlife conservation.",Nature,1000
2153,Silvassa,Dadra and Nagar Haveli,Nakshatra Garden,Low,"Scenic garden, astrology-themed.",Nature,1500
2154,Silvassa,Dadra and Nagar Haveli,Vanganga Lake,Medium,"Picturesque lake, boating, birdwatching.",Nature,2000
2155,Silvassa,Dadra and Nagar Haveli,Khanvel Resort,Medium,"Resort, recreational activities.",Entertainment,1000
2156,Singrauli,Madhya Pradesh,Rihand Dam,Medium,"Dam, water reservoir.",Nature,1500
2157,Singrauli,Madhya Pradesh,Sasan Ultra Mega Power Project,Medium,"Power plant, industrial area.",City,2000
2158,Sirsa,Haryana,Chaudhary Devi Lal Herbal Nature Park,Medium,"Nature park, herbal garden.",Nature,1000
2159,Sirsa,Haryana,Baba Sodal Mandir,Medium,"Hindu temple, religious rituals.",Spiritual,1500
2160,Sirsa,Haryana,Sirsa Fort,Medium,"Historical fort, panoramic views.",Historical,2000
2161,Sirsa,Haryana,Dera Sacha Sauda,Medium,"Sikh gurdwara, religious rituals.",Spiritual,1000
2162,Sirsa,Haryana,Baniya Talab,Medium,"Water tank, recreational activities.",Nature,1500
2163,Sitamarhi,Bihar,Sitamarhi,Medium,"Town, urban area.",City,2000
2164,Sitamarhi,Bihar,Samrat Ashok Pillar,Medium,"Historical monument, archaeological site.",Historical,1000
2165,Sitamarhi,Bihar,Sarairanjan,Medium,"Town, urban area.",City,1500
2166,Sitapur,Uttar Pradesh,Khajuraho Temple Complex,Medium,"Hindu temple complex, UNESCO World Heritage Site.",Historical,2000
2167,Sitapur,Uttar Pradesh,Harshavardhan Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
2168,Sitapur,Uttar Pradesh,Chandrika Devi Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
2169,Sivakasi,Tamil Nadu,Sri Pathira Kaliamman Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
2170,Sivakasi,Tamil Nadu,Sri Kaliamman Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
2171,Solapur,Maharashtra,Hipparga Lake,Medium,"Picturesque lake, birdwatching.",Nature,1500
2172,Solapur,Maharashtra,Murarji Garden,Low,"Urban park, recreational activities.",Nature,2000
2173,Solapur,Maharashtra,Akkalkot Swami Samarth Maharaj Temple,Medium,"Hindu temple, religious significance.",Spiritual,1000
2174,Solapur,Maharashtra,Vijapur Narsinh Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
2175,Solapur,Maharashtra,Bhuikot Fort,Medium,"Historical fort, panoramic views.",Historical,2000
2176,Sonipat,Haryana,Murthal Dhaba,Medium,"Restaurant, traditional Punjabi cuisine.",Culinary,1000
2177,Sonipat,Haryana,Tomb of Khwaja Khizr,Medium,"Historical tomb, pilgrimage site.",Spiritual,1500
2178,Sonipat,Haryana,Baba Dham Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
2179,Sonipat,Haryana,Murthal Dhabas,Medium,"Restaurant, Punjabi cuisine.",Entertainment,1000
2180,Sopur,Jammu and Kashmir,Wular Lake,High,"Lake, birdwatching, fishing.",Nature,1500
2181,Sopur,Jammu and Kashmir,Ruins of Avantiswami Temple,Medium,"Ancient Hindu temple ruins, historical significance.",Historical,2000
2182,South Dumdum,West Bengal,Alipore Zoological Gardens,Medium,Zoo with diverse wildlife species.,Wildlife,1000
2183,South Dumdum,West Bengal,Victoria Memorial Hall,Medium,"Historical museum, colonial architecture.",Historical,1500
2184,Sri Ganganagar,Rajasthan,Ganga Canal,Medium,"Canal, irrigation system.",Nature,2000
2185,Sri Ganganagar,Rajasthan,Hindumalkot,Medium,"Historical site, archaeological ruins.",Historical,1000
2186,Sri Ganganagar,Rajasthan,Suratgarh Super Thermal Power Station,Medium,"Power plant, industrial area.",City,1500
2187,Srikakulam,Andhra Pradesh,Arasavalli Sun Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
2188,Srikakulam,Andhra Pradesh,Sri Kurmam Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
2189,Srikakulam,Andhra Pradesh,Ramateertham,Medium,"Hindu temple, religious rituals.",Spiritual,1500
2190,Srikakulam,Andhra Pradesh,Srikurmam Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
2191,Srikakulam,Andhra Pradesh,Salihundam,Medium,"Archaeological site, Buddhist stupas.",Historical,1000
2192,Srikakulam,Andhra Pradesh,Kurmanathaswamy Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
2193,Srikakulam,Andhra Pradesh,Sri Kurmam,Medium,"Hindu temple, religious rituals.",Spiritual,2000
2194,Srikakulam,Andhra Pradesh,Srimukhalingam,Medium,"Hindu temple, religious rituals.",Spiritual,1000
2195,Srikakulam,Andhra Pradesh,Kalijai Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
2196,Srikakulam,Andhra Pradesh,Konark Beach,Medium,"Beach, recreational activities.",Nature,2000
2197,Srinagar,Jammu and Kashmir,Dal Lake,High,"Lake, houseboat stays, shikara rides.",Nature,1000
2198,Srinagar,Jammu and Kashmir,Shalimar Bagh,Medium,"Mughal garden, landscaped park.",Nature,1500
2199,Srinagar,Jammu and Kashmir,Nishat Bagh,Medium,"Mughal garden, terraced lawns.",Nature,2000
2200,Surat,Gujarat,Dumas Beach,Medium,"Popular beach, coastal views.",Nature,1000
2201,Surat,Gujarat,Sarthana Nature Park,Medium,"Park with nature trails, butterfly park.",Nature,1500
2202,Surat,Gujarat,Surat Castle,Low,"Historical fort, architectural ruins.",Historical,2000
2203,Surat,Gujarat,Sardar Patel Museum,Medium,"Museum, historical artifacts.",City,1000
2204,Surat,Gujarat,Amaazia Water Park,High,"Water park, family entertainment.",Entertainment,1500
2205,Surat,Gujarat,Gopi Talav,Medium,"Artificial lake, boating facilities.",Nature,2000
2206,Surat,Gujarat,Dutch Garden,Medium,"Garden, historical significance.",Nature,1000
2207,Suryapet,Telangana,Chaya Someswara Swamy Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
2208,Suryapet,Telangana,Chhaya Someswara Swamy Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
2209,Suryapet,Telangana,Paladugu Lakshmi Narasimha Swamy Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
2210,Tadepalligudem,Andhra Pradesh,Gopalakrishna Theatre,Medium,"Movie theater, entertainment.",Entertainment,1500
2211,Tadepalligudem,Andhra Pradesh,Bhimeswara Swamy Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
2212,Tadepalligudem,Andhra Pradesh,Renuka Yellamma Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
2213,Tadepalligudem,Andhra Pradesh,Tanuku,Medium,"Town, urban area.",City,1500
2214,Tadepalligudem,Andhra Pradesh,Sivarama Wildlife Sanctuary,Medium,"Wildlife sanctuary, nature trekking.",Nature,2000
2215,Tadepalligudem,Andhra Pradesh,Sri Uma Sametha Lingeswara Swamy Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
2216,Tadepalligudem,Andhra Pradesh,Chinchinada Bridge,Medium,"Bridge, scenic views.",Nature,1500
2217,Tadepalligudem,Andhra Pradesh,Sri Ramalayam,Medium,"Hindu temple, religious rituals.",Spiritual,2000
2218,Tadepalligudem,Andhra Pradesh,Somaramam,Low,"Hindu temple, religious rituals.",Spiritual,1000
2219,Tamenglong,Manipur,Zeilad Lake,High,"Lake, scenic beauty.",Nature,1500
2220,Tamenglong,Manipur,Barak Waterfall,Medium,"Waterfall, trekking destination.",Nature,2000
2221,Tamenglong,Manipur,Tharon Cave,High,"Limestone cave, spelunking.",Adventure,1000
2222,Tamenglong,Manipur,Tamenglong Viewpoint,Medium,"Scenic viewpoint, panoramic views.",Nature,1500
2223,Tamenglong,Manipur,Tamenglong Church,Medium,"Christian church, religious significance.",Spiritual,2000
2224,Tanuku,Andhra Pradesh,Ramalayam Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
2225,Tanuku,Andhra Pradesh,Pedda Cheruvu,Medium,"Lake, recreational activities.",Nature,1500
2226,Tanuku,Andhra Pradesh,Gokul Theatre,Medium,"Cinema hall, entertainment.",Entertainment,2000
2227,Tawang,Arunachal Pradesh,Tawang Monastery,High,"Tibetan Buddhist monastery, largest in India.",Spiritual,1000
2228,Tawang,Arunachal Pradesh,Sela Pass,High,"Mountain pass, snow-covered.",Adventure,1500
2229,Tawang,Arunachal Pradesh,Tawang War Memorial,Medium,"War memorial, historical significance.",Historical,2000
2230,Tawang,Arunachal Pradesh,Pankang Teng Tso Lake,Medium,"Lake, scenic beauty.",Nature,1000
2231,Tawang,Arunachal Pradesh,Gorichen Peak,High,"Mountain peak, trekking.",Adventure,1500
2232,Tenali,Andhra Pradesh,Tenali Rama Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
2233,Tenali,Andhra Pradesh,Repalle,Medium,"Town, urban area.",City,1000
2234,Tezpur,Assam,Agnigarh,Medium,"Historical site, panoramic views.",Historical,1500
2235,Tezpur,Assam,Cole Park,Medium,"Public park, recreational activities.",Nature,2000
2236,Tezpur,Assam,Kalia Bhomora Bridge,High,"Bridge, architectural marvel.",Historical,1000
2237,Tezpur,Assam,Mahabhairab Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
2238,Tezpur,Assam,Nameri National Park,High,"National park, wildlife sanctuary.",Nature,2000
2239,Tezu,Arunachal Pradesh,Hayuliang,Medium,"Hill station, scenic beauty.",Nature,1000
2240,Thane,Maharashtra,Upvan Lake,High,"Scenic beauty, jogging tracks.",Nature,1500
2241,Thane,Maharashtra,Tikuji-ni-Wadi,Medium,"Amusement park, water slides.",Entertainment,2000
2242,Thane,Maharashtra,Tansa Wildlife Sanctuary,Medium,"Wildlife spotting, nature trails.",Nature,1000
2243,Thane,Maharashtra,Kanheri Caves,High,"Buddhist caves, ancient rock-cut architecture.",Historical,1500
2244,Thane,Maharashtra,Kashid Beach,Medium,"Pristine beach, water sports.",Nature,2000
2245,Thane,Maharashtra,Suraj Water Park,Medium,"Water park, family entertainment.",Entertainment,1000
2246,Thanesar,Haryana,Thanesar Historical Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
2247,Thanesar,Haryana,Prithvi Raj Memorial Park,Medium,"Urban park, recreational activities.",Nature,2000
2248,Thanesar,Haryana,Sheikh Chilli's Tomb,Medium,"Tomb, historical significance.",Historical,1000
2249,Thanjavur,Tamil Nadu,Brihadeeswarar Temple,High,"Hindu temple, UNESCO World Heritage Site.",Spiritual,1500
2250,Thanjavur,Tamil Nadu,Thanjavur Palace,Medium,"Historical palace, architectural beauty.",Historical,2000
2251,Thanjavur,Tamil Nadu,Schwartz Church,Medium,"Christian church, colonial architecture.",Spiritual,1000
2252,Thanjavur,Tamil Nadu,Thanjavur Royal Palace,Medium,"Historical palace, architectural beauty.",Historical,1500
2253,Thanjavur,Tamil Nadu,Saraswathi Mahal Library,Medium,"Library, historical manuscripts.",Unique,2000
2254,Thanjavur,Tamil Nadu,Thanjavur Maratha Palace,Medium,"Historical palace, architectural beauty.",Historical,1000
2255,Thanjavur,Tamil Nadu,Thanjavur Art Gallery,Low,"Art gallery, traditional Tanjore paintings.",Unique,1500
2256,Thiruvananthapuram,Kerala,Padmanabhaswamy Temple,High,"Sacred temple, architectural beauty.",Spiritual,2000
2257,Thiruvananthapuram,Kerala,Napier Museum,Medium,Art and historical artifacts collection.,City,1000
2258,Thiruvananthapuram,Kerala,Kovalam Beach,High,"Popular beach, water sports activities.",Nature,1500
2259,Thiruvananthapuram,Kerala,Neyyar Wildlife Sanctuary,Medium,"Wildlife sanctuary, eco-tourism activities.",Nature,2000
2260,Thiruvananthapuram,Kerala,Agasthyakoodam,Medium,"Trekking destination, biodiversity hotspot.",Nature,1000
2261,Thiruvananthapuram,Kerala,"Chalai Bazaar, Kerala",Low,"Bustling market, local products, street food.",Unique,1500
2262,Thiruvananthapuram,Kerala,Kuthiramalika Palace Museum,Medium,"Historical palace, art and artifacts.",Historical,2000
2263,Thiruvananthapuram,Kerala,Kerala Science and Technology Museum,Medium,"Interactive science museum, exhibits.",City,1000
2264,Thoothukudi,Tamil Nadu,Thoothukudi Port,Medium,"Seaport, shipping hub.",Unique,1500
2265,Thoothukudi,Tamil Nadu,Our Lady of Snows Basilica,Medium,"Christian church, architectural beauty.",Spiritual,2000
2266,Thoothukudi,Tamil Nadu,Tuticorin Beach,Medium,"Scenic beach, water sports activities.",Nature,1000
2267,Thoothukudi,Tamil Nadu,Hare Island,Medium,"Island, scenic views.",Nature,1500
2268,Thoothukudi,Tamil Nadu,Tuticorin Port,Medium,"Port, industrial area.",City,2000
2269,Thoothukudi,Tamil Nadu,Sankara Rameshvarar Thirukovil,Medium,"Hindu temple, religious rituals.",Spiritual,1000
2270,Thoubal,Manipur,Thoubal River,High,"River, boating, and scenic views.",Nature,1500
2271,Thoubal,Manipur,Thoubal Dam,Medium,"Dam, picnic spot.",Nature,2000
2272,Thoubal,Manipur,Ikop Lake,Medium,"Lake, recreational activities.",Nature,1000
2273,Thoubal,Manipur,Moirang,High,"Historical town, Loktak Lake access.",Historical,1500
2274,Thrissur,Kerala,Chimmony Wildlife Sanctuary,Medium,"Wildlife sanctuary, trekking, birdwatching.",Nature,2000
2275,Thrissur,Kerala,Punnathur Kotta (Elephant Palace),Medium,"Elephant sanctuary, elephant rides.",Nature,1000
2276,Thrissur,Kerala,Snehatheeram Beach,Medium,"Pristine beach, sunset views, family-friendly.",Nature,1500
2277,Thrissur,Kerala,Koodalmanikyam Temple,Medium,"Ancient Hindu temple, religious rituals.",Spiritual,2000
2278,Thrissur,Kerala,Dream World Water Park,High,"Water park, slides, recreational activities.",Entertainment,1000
2279,Tinsukia,Assam,Tilinga Mandir,Medium,"Hindu temple, religious rituals.",Spiritual,1500
2280,Tinsukia,Assam,Bell Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
2281,Tinsukia,Assam,Digboi Oil Refinery,High,"Oil refinery, historical significance.",Historical,1000
2282,Tinsukia,Assam,Joypur Rainforest,High,"Rainforest, biodiversity hotspot.",Nature,1500
2283,Tinsukia,Assam,Shiv Dham Temple,Medium,"Hindu temple, spiritual sanctuary.",Spiritual,2000
2284,Tiruchirappalli,Tamil Nadu,Rockfort Temple,High,"Ancient temple complex, panoramic views.",Spiritual,1000
2285,Tiruchirappalli,Tamil Nadu,Srirangam Temple,High,"Largest functioning Hindu temple, architectural marvel.",Spiritual,1500
2286,Tiruchirappalli,Tamil Nadu,Kallanai Dam,Medium,"Oldest dam in the world, engineering marvel.",Historical,2000
2287,Tiruchirappalli,Tamil Nadu,Jambukeswarar Temple,Medium,"Ancient Hindu temple, architectural beauty.",Spiritual,1000
2288,Tiruchirappalli,Tamil Nadu,Kallanai Dam (Grand Anicut),Medium,"Historical dam, engineering marvel.",Historical,1500
2289,Tiruchirappalli,Tamil Nadu,"St. Joseph's College, Tiruchirappalli",High,Prominent educational institution.,City,2000
2290,Tirunelveli,Tamil Nadu,Nellaiappar Temple,Medium,"Hindu temple, architectural beauty.",Spiritual,1000
2291,Tirunelveli,Tamil Nadu,Kuttralam Falls,High,"Scenic waterfall, bathing facilities.",Nature,1500
2292,Tirunelveli,Tamil Nadu,Manimuthar Falls,Medium,"Picturesque waterfall, natural beauty.",Nature,2000
2293,Tirunelveli,Tamil Nadu,Courtallam Falls,Medium,"Waterfall, natural beauty.",Nature,1000
2294,Tirunelveli,Tamil Nadu,Manimuthar Dam,Medium,"Dam, water reservoir.",Nature,1500
2295,Tirunelveli,Tamil Nadu,Kazhugumalai,Medium,"Historical site, architectural beauty.",Historical,2000
2296,Tirunelveli,Tamil Nadu,Kutralam Falls (Courtallam Falls),High,"Scenic waterfalls, pilgrimage site.",Nature,1000
2297,Tirunelveli,Tamil Nadu,Kappal Matha Church,Medium,"Christian church, religious significance.",Spiritual,1500
2298,Tirunelveli,Tamil Nadu,Papanasam Dam,Medium,"Dam, reservoir, scenic surroundings.",Nature,2000
2299,Tirunelveli,Tamil Nadu,Kayatharu Dam,Low,"Scenic dam, picnic spot.",Nature,1000
2300,Tirupati,Andhra Pradesh,Venkateswara Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
2301,Tirupati,Andhra Pradesh,Sri Padmavathi Ammavari Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
2302,Tiruppur,Tamil Nadu,Kumaran Memorial Statue,Medium,"Memorial statue, cultural significance.",Unique,1000
